,blueWins
33108,0
33109,1
33110,1
33111,1
33112,0
33113,1
33114,1
33115,1
33116,1
33117,1
33118,1
33119,0
33120,0
33121,1
33122,1
33123,0
33124,0
33125,0
33126,0
33127,1
33128,1
33129,0
33130,0
33131,1
33132,0
33133,0
33134,0
33135,1
33136,0
33137,1
33138,0
33139,0
33140,0
33141,1
33142,1
33143,1
33144,0
33145,1
33146,0
33147,0
33148,0
33149,0
33150,0
33151,0
33152,1
33153,1
33154,0
33155,1
33156,1
33157,1
33158,0
33159,0
33160,1
33161,0
33162,1
33163,1
33164,1
33165,1
33166,0
33167,1
33168,0
33169,1
33170,0
33171,0
33172,0
33173,1
33174,0
33175,1
33176,0
33177,1
33178,1
33179,1
33180,0
33181,1
33182,1
33183,0
33184,0
33185,0
33186,0
33187,0
33188,0
33189,0
33190,1
33191,0
33192,0
33193,1
33194,1
33195,1
33196,1
33197,0
33198,0
33199,0
33200,0
33201,0
33202,0
33203,1
33204,1
33205,1
33206,0
33207,0
33208,0
33209,1
33210,1
33211,1
33212,1
33213,1
33214,1
33215,0
33216,0
33217,1
33218,0
33219,1
33220,1
33221,1
33222,0
33223,0
33224,1
33225,1
33226,1
33227,0
33228,1
33229,1
33230,1
33231,1
33232,1
33233,1
33234,0
33235,1
33236,1
33237,0
33238,0
33239,0
33240,1
33241,1
33242,0
33243,1
33244,1
33245,0
33246,0
33247,1
33248,1
33249,1
33250,0
33251,0
33252,1
33253,1
33254,0
33255,1
33256,1
33257,0
33258,1
33259,1
33260,0
33261,0
33262,1
33263,0
33264,0
33265,1
33266,0
33267,0
33268,0
33269,0
33270,1
33271,1
33272,0
33273,0
33274,0
33275,0
33276,0
33277,1
33278,1
33279,1
33280,1
33281,1
33282,0
33283,1
33284,0
33285,1
33286,1
33287,0
33288,1
33289,0
33290,1
33291,1
33292,1
33293,0
33294,1
33295,0
33296,0
33297,0
33298,1
33299,1
33300,1
33301,0
33302,1
33303,1
33304,1
33305,1
33306,1
33307,1
33308,0
33309,0
33310,0
33311,1
33312,1
33313,0
33314,1
33315,1
33316,0
33317,0
33318,1
33319,0
33320,1
33321,1
33322,1
33323,1
33324,1
33325,1
33326,0
33327,1
33328,0
33329,1
33330,0
33331,0
33332,0
33333,1
33334,0
33335,0
33336,0
33337,1
33338,1
33339,1
33340,0
33341,0
33342,0
33343,0
33344,1
33345,0
33346,1
33347,0
33348,0
33349,0
33350,0
33351,0
33352,0
33353,0
33354,0
33355,1
33356,1
33357,1
33358,1
33359,1
33360,1
33361,0
33362,0
33363,0
33364,1
33365,1
33366,1
33367,0
33368,1
33369,1
33370,1
33371,1
33372,0
33373,1
33374,1
33375,0
33376,1
33377,0
33378,0
33379,1
33380,1
33381,0
33382,1
33383,0
33384,0
33385,0
33386,1
33387,0
33388,1
33389,0
33390,1
33391,0
33392,1
33393,1
33394,1
33395,0
33396,1
33397,0
33398,1
33399,1
33400,0
33401,0
33402,0
33403,0
33404,1
33405,0
33406,1
33407,1
33408,1
33409,0
33410,1
33411,0
33412,0
33413,0
33414,1
33415,0
33416,0
33417,1
33418,1
33419,0
33420,0
33421,0
33422,0
33423,0
33424,1
33425,1
33426,1
33427,1
33428,1
33429,0
33430,0
33431,1
33432,1
33433,1
33434,1
33435,1
33436,0
33437,1
33438,1
33439,0
33440,1
33441,1
33442,0
33443,1
33444,1
33445,1
33446,0
33447,0
33448,1
33449,0
33450,1
33451,0
33452,0
33453,0
33454,0
33455,0
33456,1
33457,1
33458,0
33459,0
33460,1
33461,1
33462,1
33463,1
33464,0
33465,1
33466,0
33467,1
33468,1
33469,1
33470,0
33471,1
33472,1
33473,1
33474,1
33475,0
33476,1
33477,1
33478,1
33479,1
33480,1
33481,0
33482,1
33483,0
33484,0
33485,0
33486,1
33487,1
33488,1
33489,0
33490,0
33491,1
33492,1
33493,1
33494,0
33495,0
33496,1
33497,1
33498,1
33499,1
33500,1
33501,0
33502,1
33503,1
33504,0
33505,1
33506,1
33507,0
33508,0
33509,0
33510,1
33511,0
33512,1
33513,0
33514,0
33515,0
33516,1
33517,0
33518,1
33519,0
33520,1
33521,1
33522,1
33523,1
33524,0
33525,0
33526,0
33527,0
33528,1
33529,0
33530,0
33531,1
33532,1
33533,0
33534,1
33535,1
33536,0
33537,0
33538,0
33539,0
33540,1
33541,1
33542,0
33543,1
33544,0
33545,0
33546,1
33547,1
33548,1
33549,1
33550,1
33551,1
33552,1
33553,1
33554,1
33555,1
33556,1
33557,1
33558,0
33559,1
33560,0
33561,1
33562,0
33563,1
33564,0
33565,1
33566,1
33567,1
33568,0
33569,0
33570,0
33571,0
33572,0
33573,0
33574,1
33575,0
33576,0
33577,0
33578,0
33579,1
33580,0
33581,0
33582,0
33583,1
33584,0
33585,0
33586,0
33587,1
33588,0
33589,1
33590,0
33591,0
33592,1
33593,1
33594,1
33595,1
33596,1
33597,1
33598,1
33599,0
33600,0
33601,0
33602,0
33603,0
33604,1
33605,1
33606,0
33607,1
33608,0
33609,1
33610,0
33611,0
33612,1
33613,1
33614,1
33615,1
33616,1
33617,0
33618,0
33619,1
33620,1
33621,0
33622,1
33623,0
33624,1
33625,0
33626,0
33627,1
33628,1
33629,0
33630,1
33631,1
33632,1
33633,1
33634,1
33635,1
33636,0
33637,1
33638,1
33639,0
33640,0
33641,0
33642,1
33643,1
33644,0
33645,0
33646,1
33647,0
33648,0
33649,0
33650,1
33651,1
33652,0
33653,0
33654,1
33655,1
33656,0
33657,1
33658,0
33659,0
33660,1
33661,1
33662,1
33663,1
33664,0
33665,1
33666,1
33667,1
33668,0
33669,0
33670,1
33671,0
33672,0
33673,0
33674,0
33675,0
33676,0
33677,1
33678,1
33679,0
33680,0
33681,0
33682,0
33683,1
33684,0
33685,0
33686,1
33687,0
33688,1
33689,1
33690,1
33691,1
33692,1
33693,0
33694,1
33695,1
33696,1
33697,0
33698,0
33699,0
33700,0
33701,0
33702,1
33703,0
33704,0
33705,0
33706,1
33707,1
33708,1
33709,0
33710,0
33711,0
33712,0
33713,0
33714,0
33715,0
33716,0
33717,0
33718,1
33719,0
33720,0
33721,1
33722,1
33723,0
33724,1
33725,0
33726,0
33727,0
33728,1
33729,1
33730,0
33731,0
33732,0
33733,1
33734,0
33735,0
33736,0
33737,0
33738,1
33739,1
33740,1
33741,1
33742,0
33743,0
33744,1
33745,1
33746,1
33747,0
33748,1
33749,1
33750,0
33751,1
33752,0
33753,0
33754,1
33755,0
33756,0
33757,1
33758,1
33759,1
33760,1
33761,0
33762,1
33763,1
33764,0
33765,0
33766,0
33767,1
33768,1
33769,1
33770,0
33771,0
33772,1
33773,1
33774,1
33775,1
33776,0
33777,1
33778,1
33779,0
33780,0
33781,1
33782,0
33783,1
33784,0
33785,0
33786,0
33787,0
33788,1
33789,1
33790,0
33791,1
33792,0
33793,1
33794,1
33795,1
33796,0
33797,1
33798,1
33799,1
33800,0
33801,0
33802,0
33803,0
33804,1
33805,0
33806,1
33807,0
33808,0
33809,0
33810,0
33811,0
33812,1
33813,1
33814,1
33815,1
33816,1
33817,1
33818,1
33819,0
33820,1
33821,1
33822,1
33823,0
33824,0
33825,0
33826,1
33827,0
33828,0
33829,0
33830,0
33831,0
33832,1
33833,1
33834,0
33835,0
33836,1
33837,1
33838,0
33839,1
33840,0
33841,0
33842,1
33843,1
33844,1
33845,0
33846,0
33847,0
33848,0
33849,0
33850,1
33851,0
33852,1
33853,0
33854,1
33855,0
33856,1
33857,1
33858,1
33859,0
33860,0
33861,0
33862,1
33863,1
33864,0
33865,1
33866,0
33867,1
33868,1
33869,0
33870,0
33871,1
33872,1
33873,1
33874,1
33875,0
33876,1
33877,1
33878,0
33879,0
33880,1
33881,1
33882,0
33883,1
33884,0
33885,1
33886,1
33887,1
33888,1
33889,1
33890,1
33891,1
33892,1
33893,1
33894,0
33895,0
33896,1
33897,0
33898,1
33899,1
33900,1
33901,1
33902,0
33903,1
33904,1
33905,1
33906,1
33907,0
33908,1
33909,0
33910,1
33911,0
33912,0
33913,1
33914,0
33915,0
33916,1
33917,0
33918,1
33919,0
33920,1
33921,1
33922,0
33923,1
33924,0
33925,1
33926,0
33927,0
33928,0
33929,1
33930,0
33931,0
33932,0
33933,0
33934,1
33935,0
33936,1
33937,1
33938,0
33939,0
33940,0
33941,0
33942,0
33943,0
33944,0
33945,0
33946,0
33947,1
33948,0
33949,1
33950,0
33951,0
33952,0
33953,1
33954,1
33955,0
33956,0
33957,1
33958,1
33959,0
33960,1
33961,0
33962,1
33963,0
33964,1
33965,0
33966,1
33967,1
33968,0
33969,1
33970,1
33971,0
33972,0
33973,1
33974,1
33975,0
33976,0
33977,1
33978,1
33979,0
33980,0
33981,1
33982,0
33983,0
33984,1
33985,0
33986,1
33987,0
33988,0
33989,1
33990,1
33991,1
33992,0
33993,0
33994,0
33995,1
33996,0
33997,1
33998,1
33999,0
34000,0
34001,0
34002,0
34003,0
34004,1
34005,0
34006,1
34007,1
34008,1
34009,0
34010,0
34011,0
34012,1
34013,1
34014,1
34015,1
34016,0
34017,0
34018,1
34019,0
34020,0
34021,1
34022,1
34023,0
34024,1
34025,1
34026,0
34027,0
34028,0
34029,1
34030,1
34031,0
34032,1
34033,1
34034,0
34035,0
34036,1
34037,0
34038,0
34039,1
34040,1
34041,0
34042,0
34043,0
34044,0
34045,0
34046,1
34047,0
34048,0
34049,1
34050,1
34051,0
34052,1
34053,1
34054,0
34055,1
34056,1
34057,0
34058,1
34059,0
34060,0
34061,1
34062,1
34063,1
34064,1
34065,0
34066,1
34067,1
34068,0
34069,1
34070,1
34071,1
34072,0
34073,0
34074,1
34075,0
34076,0
34077,1
34078,0
34079,0
34080,1
34081,1
34082,1
34083,1
34084,0
34085,0
34086,0
34087,1
34088,1
34089,1
34090,0
34091,0
34092,0
34093,0
34094,0
34095,1
34096,0
34097,0
34098,0
34099,1
34100,0
34101,1
34102,1
34103,1
34104,1
34105,1
34106,1
34107,0
34108,0
34109,1
34110,0
34111,1
34112,0
34113,0
34114,1
34115,1
34116,0
34117,1
34118,1
34119,0
34120,0
34121,1
34122,0
34123,1
34124,0
34125,1
34126,1
34127,0
34128,0
34129,0
34130,0
34131,0
34132,0
34133,1
34134,1
34135,0
34136,0
34137,1
34138,0
34139,1
34140,1
34141,1
34142,1
34143,1
34144,1
34145,0
34146,0
34147,0
34148,0
34149,0
34150,1
34151,0
34152,0
34153,0
34154,0
34155,1
34156,1
34157,0
34158,0
34159,0
34160,1
34161,0
34162,0
34163,0
34164,0
34165,1
34166,0
34167,0
34168,1
34169,1
34170,1
34171,0
34172,0
34173,0
34174,1
34175,1
34176,1
34177,1
34178,0
34179,0
34180,0
34181,1
34182,1
34183,1
34184,0
34185,1
34186,1
34187,0
34188,0
34189,0
34190,1
34191,0
34192,1
34193,0
34194,0
34195,0
34196,0
34197,1
34198,0
34199,0
34200,1
34201,0
34202,1
34203,1
34204,1
34205,0
34206,0
34207,1
34208,1
34209,1
34210,0
34211,1
34212,1
34213,1
34214,0
34215,0
34216,1
34217,1
34218,1
34219,0
34220,1
34221,1
34222,0
34223,1
34224,0
34225,1
34226,0
34227,1
34228,0
34229,0
34230,0
34231,0
34232,1
34233,0
34234,0
34235,0
34236,1
34237,1
34238,1
34239,0
34240,0
34241,1
34242,1
34243,0
34244,0
34245,0
34246,1
34247,1
34248,1
34249,0
34250,0
34251,0
34252,1
34253,1
34254,1
34255,0
34256,0
34257,0
34258,0
34259,1
34260,0
34261,1
34262,1
34263,1
34264,0
34265,1
34266,1
34267,0
34268,1
34269,0
34270,0
34271,1
34272,0
34273,0
34274,0
34275,0
34276,1
34277,1
34278,0
34279,0
34280,0
34281,1
34282,0
34283,1
34284,1
34285,0
34286,0
34287,0
34288,1
34289,1
34290,1
34291,0
34292,0
34293,0
34294,1
34295,0
34296,1
34297,0
34298,1
34299,1
34300,0
34301,0
34302,0
34303,0
34304,0
34305,1
34306,1
34307,0
34308,1
34309,1
34310,0
34311,1
34312,1
34313,1
34314,1
34315,0
34316,1
34317,1
34318,1
34319,1
34320,0
34321,0
34322,1
34323,0
34324,1
34325,0
34326,0
34327,1
34328,1
34329,0
34330,1
34331,1
34332,1
34333,0
34334,0
34335,1
34336,0
34337,1
34338,1
34339,0
34340,0
34341,1
34342,0
34343,0
34344,0
34345,1
34346,0
34347,0
34348,1
34349,1
34350,0
34351,1
34352,1
34353,1
34354,0
34355,0
34356,1
34357,0
34358,1
34359,0
34360,0
34361,0
34362,1
34363,1
34364,0
34365,1
34366,1
34367,1
34368,1
34369,0
34370,1
34371,0
34372,0
34373,0
34374,0
34375,1
34376,1
34377,0
34378,1
34379,1
34380,0
34381,0
34382,1
34383,1
34384,1
34385,1
34386,1
34387,1
34388,1
34389,1
34390,1
34391,1
34392,1
34393,0
34394,1
34395,0
34396,1
34397,0
34398,1
34399,1
34400,1
34401,0
34402,0
34403,1
34404,1
34405,1
34406,0
34407,1
34408,1
34409,1
34410,1
34411,0
34412,1
34413,0
34414,1
34415,0
34416,0
34417,1
34418,0
34419,1
34420,1
34421,0
34422,0
34423,0
34424,1
34425,0
34426,0
34427,1
34428,0
34429,1
34430,0
34431,0
34432,0
34433,0
34434,1
34435,0
34436,1
34437,1
34438,1
34439,1
34440,1
34441,1
34442,1
34443,1
34444,1
34445,1
34446,0
34447,1
34448,0
34449,1
34450,1
34451,0
34452,1
34453,0
34454,1
34455,1
34456,0
34457,1
34458,1
34459,1
34460,0
34461,0
34462,0
34463,0
34464,1
34465,1
34466,0
34467,0
34468,0
34469,0
34470,0
34471,1
34472,0
34473,0
34474,0
34475,1
34476,0
34477,1
34478,0
34479,1
34480,1
34481,1
34482,1
34483,1
34484,0
34485,0
34486,0
34487,1
34488,1
34489,1
34490,1
34491,0
34492,1
34493,0
34494,1
34495,1
34496,1
34497,0
34498,1
34499,1
34500,0
34501,1
34502,1
34503,0
34504,1
34505,0
34506,0
34507,0
34508,1
34509,1
34510,0
34511,0
34512,0
34513,1
34514,1
34515,0
34516,0
34517,1
34518,1
34519,1
34520,1
34521,1
34522,0
34523,0
34524,1
34525,1
34526,1
34527,1
34528,1
34529,1
34530,0
34531,0
34532,0
34533,0
34534,0
34535,1
34536,0
34537,1
34538,0
34539,0
34540,1
34541,1
34542,1
34543,0
34544,0
34545,0
34546,0
34547,0
34548,0
34549,0
34550,1
34551,1
34552,1
34553,1
34554,0
34555,1
34556,1
34557,0
34558,0
34559,1
34560,0
34561,0
34562,0
34563,1
34564,1
34565,0
34566,0
34567,0
34568,1
34569,0
34570,0
34571,1
34572,0
34573,0
34574,1
34575,0
34576,1
34577,1
34578,0
34579,1
34580,0
34581,0
34582,0
34583,0
34584,1
34585,0
34586,0
34587,1
34588,0
34589,1
34590,0
34591,1
34592,0
34593,0
34594,0
34595,1
34596,0
34597,0
34598,1
34599,0
34600,0
34601,0
34602,0
34603,0
34604,0
34605,1
34606,1
34607,1
34608,1
34609,0
34610,0
34611,1
34612,0
34613,0
34614,1
34615,0
34616,1
34617,1
34618,0
34619,1
34620,0
34621,0
34622,0
34623,0
34624,0
34625,1
34626,0
34627,1
34628,1
34629,0
34630,0
34631,1
34632,0
34633,0
34634,1
34635,1
34636,1
34637,1
34638,0
34639,0
34640,1
34641,1
34642,0
34643,1
34644,0
34645,0
34646,0
34647,1
34648,1
34649,0
34650,0
34651,0
34652,0
34653,1
34654,0
34655,1
34656,0
34657,0
34658,0
34659,1
34660,0
34661,0
34662,0
34663,0
34664,0
34665,1
34666,0
34667,1
34668,0
34669,1
34670,0
34671,0
34672,0
34673,0
34674,1
34675,1
34676,0
34677,0
34678,1
34679,0
34680,1
34681,1
34682,0
34683,0
34684,0
34685,1
34686,1
34687,1
34688,1
34689,1
34690,0
34691,0
34692,0
34693,1
34694,1
34695,0
34696,1
34697,1
34698,1
34699,1
34700,1
34701,0
34702,1
34703,1
34704,0
34705,1
34706,1
34707,1
34708,0
34709,0
34710,1
34711,1
34712,1
34713,0
34714,0
34715,0
34716,0
34717,0
34718,1
34719,0
34720,1
34721,1
34722,0
34723,0
34724,0
34725,1
34726,1
34727,0
34728,1
34729,1
34730,0
34731,1
34732,0
34733,1
34734,1
34735,0
34736,1
34737,1
34738,1
34739,0
34740,0
34741,0
34742,1
34743,0
34744,1
34745,0
34746,0
34747,0
34748,0
34749,1
34750,1
34751,0
34752,1
34753,1
34754,0
34755,0
34756,0
34757,0
34758,0
34759,1
34760,1
34761,0
34762,0
34763,1
34764,0
34765,1
34766,1
34767,1
34768,1
34769,0
34770,0
34771,1
34772,0
34773,1
34774,1
34775,1
34776,0
34777,0
34778,0
34779,1
34780,0
34781,1
34782,0
34783,1
34784,1
34785,0
34786,0
34787,1
34788,0
34789,1
34790,1
34791,1
34792,0
34793,0
34794,1
34795,1
34796,1
34797,1
34798,0
34799,0
34800,0
34801,0
34802,1
34803,0
34804,1
34805,1
34806,0
34807,0
34808,0
34809,1
34810,0
34811,1
34812,1
34813,0
34814,0
34815,1
34816,1
34817,0
34818,1
34819,0
34820,0
34821,1
34822,0
34823,0
34824,0
34825,0
34826,1
34827,0
34828,1
34829,1
34830,0
34831,1
34832,0
34833,0
34834,0
34835,1
34836,1
34837,1
34838,1
34839,1
34840,0
34841,0
34842,0
34843,1
34844,0
34845,0
34846,0
34847,1
34848,1
34849,0
34850,0
34851,1
34852,1
34853,1
34854,1
34855,1
34856,1
34857,1
34858,1
34859,1
34860,1
34861,1
34862,1
34863,0
34864,1
34865,0
34866,0
34867,1
34868,1
34869,0
34870,0
34871,0
34872,1
34873,1
34874,0
34875,0
34876,1
34877,0
34878,1
34879,0
34880,1
34881,0
34882,1
34883,0
34884,1
34885,1
34886,0
34887,0
34888,0
34889,0
34890,1
34891,0
34892,1
34893,0
34894,0
34895,1
34896,1
34897,0
34898,1
34899,0
34900,1
34901,1
34902,1
34903,0
34904,0
34905,1
34906,1
34907,0
34908,1
34909,0
34910,1
34911,1
34912,1
34913,0
34914,1
34915,0
34916,1
34917,1
34918,1
34919,1
34920,1
34921,1
34922,1
34923,1
34924,0
34925,0
34926,1
34927,1
34928,0
34929,0
34930,1
34931,1
34932,0
34933,0
34934,1
34935,1
34936,1
34937,0
34938,1
34939,1
34940,0
34941,0
34942,1
34943,0
34944,1
34945,0
34946,0
34947,0
34948,0
34949,0
34950,0
34951,1
34952,0
34953,0
34954,0
34955,0
34956,1
34957,1
34958,1
34959,0
34960,1
34961,1
34962,1
34963,1
34964,1
34965,1
34966,0
34967,0
34968,1
34969,0
34970,1
34971,1
34972,0
34973,0
34974,1
34975,0
34976,0
34977,0
34978,0
34979,0
34980,0
34981,1
34982,1
34983,0
34984,0
34985,1
34986,1
34987,1
34988,1
34989,1
34990,0
34991,1
34992,1
34993,1
34994,0
34995,0
34996,1
34997,1
34998,0
34999,0
35000,1
35001,0
35002,1
35003,1
35004,0
35005,1
35006,1
35007,1
35008,0
35009,1
35010,1
35011,0
35012,0
35013,1
35014,1
35015,0
35016,1
35017,0
35018,0
35019,1
35020,0
35021,0
35022,1
35023,0
35024,1
35025,1
35026,1
35027,1
35028,1
35029,1
35030,0
35031,1
35032,0
35033,1
35034,0
35035,0
35036,1
35037,1
35038,1
35039,1
35040,1
35041,0
35042,1
35043,0
35044,0
35045,0
35046,0
35047,0
35048,1
35049,0
35050,1
35051,1
35052,1
35053,0
35054,1
35055,0
35056,1
35057,0
35058,0
35059,1
35060,0
35061,0
35062,1
35063,1
35064,0
35065,1
35066,1
35067,0
35068,1
35069,1
35070,0
35071,0
35072,1
35073,0
35074,1
35075,0
35076,0
35077,0
35078,1
35079,1
35080,0
35081,0
35082,0
35083,1
35084,1
35085,1
35086,1
35087,0
35088,0
35089,1
35090,1
35091,1
35092,1
35093,0
35094,1
35095,1
35096,1
35097,1
35098,1
35099,1
35100,0
35101,1
35102,0
35103,1
35104,1
35105,0
35106,1
35107,1
35108,1
35109,0
35110,1
35111,1
35112,0
35113,0
35114,0
35115,1
35116,1
35117,1
35118,0
35119,0
35120,1
35121,1
35122,1
35123,0
35124,1
35125,0
35126,1
35127,1
35128,0
35129,1
35130,0
35131,0
35132,1
35133,0
35134,0
35135,0
35136,1
35137,1
35138,1
35139,1
35140,0
35141,0
35142,1
35143,0
35144,1
35145,0
35146,0
35147,0
35148,0
35149,1
35150,0
35151,1
35152,0
35153,1
35154,1
35155,0
35156,0
35157,1
35158,1
35159,1
35160,0
35161,0
35162,0
35163,0
35164,1
35165,0
35166,1
35167,0
35168,1
35169,0
35170,1
35171,0
35172,1
35173,0
35174,1
35175,0
35176,0
35177,0
35178,1
35179,1
35180,1
35181,1
35182,1
35183,1
35184,0
35185,1
35186,1
35187,1
35188,1
35189,1
35190,1
35191,0
35192,0
35193,0
35194,0
35195,0
35196,0
35197,0
35198,0
35199,0
35200,1
35201,0
35202,1
35203,0
35204,0
35205,1
35206,1
35207,1
35208,0
35209,0
35210,0
35211,0
35212,0
35213,1
35214,1
35215,1
35216,0
35217,0
35218,0
35219,0
35220,0
35221,1
35222,0
35223,1
35224,0
35225,0
35226,1
35227,0
35228,0
35229,1
35230,1
35231,1
35232,1
35233,1
35234,1
35235,0
35236,0
35237,1
35238,0
35239,0
35240,1
35241,0
35242,1
35243,0
35244,0
35245,1
35246,0
35247,0
35248,0
35249,1
35250,0
35251,1
35252,1
35253,1
35254,1
35255,1
35256,0
35257,0
35258,0
35259,0
35260,0
35261,1
35262,1
35263,1
35264,0
35265,1
35266,0
35267,1
35268,0
35269,0
35270,1
35271,1
35272,0
35273,1
35274,1
35275,0
35276,0
35277,1
35278,0
35279,1
35280,0
35281,0
35282,1
35283,1
35284,0
35285,1
35286,0
35287,1
35288,0
35289,0
35290,0
35291,1
35292,1
35293,0
35294,0
35295,1
35296,0
35297,0
35298,0
35299,1
35300,1
35301,0
35302,1
35303,0
35304,0
35305,0
35306,1
35307,1
35308,0
35309,0
35310,0
35311,1
35312,1
35313,1
35314,0
35315,1
35316,1
35317,1
35318,0
35319,0
35320,0
35321,0
35322,1
35323,1
35324,1
35325,1
35326,1
35327,1
35328,0
35329,0
35330,1
35331,0
35332,0
35333,0
35334,0
35335,1
35336,0
35337,1
35338,0
35339,1
35340,1
35341,0
35342,0
35343,0
35344,1
35345,1
35346,1
35347,1
35348,0
35349,0
35350,0
35351,1
35352,0
35353,0
35354,1
35355,1
35356,1
35357,1
35358,0
35359,0
35360,0
35361,0
35362,1
35363,1
35364,0
35365,0
35366,0
35367,0
35368,0
35369,0
35370,0
35371,0
35372,0
35373,0
35374,1
35375,0
35376,1
35377,0
35378,0
35379,1
35380,0
35381,1
35382,1
35383,0
35384,0
35385,1
35386,1
35387,0
35388,0
35389,0
35390,0
35391,0
35392,1
35393,0
35394,0
35395,0
35396,0
35397,1
35398,1
35399,0
35400,1
35401,0
35402,0
35403,1
35404,0
35405,1
35406,1
35407,0
35408,1
35409,1
35410,0
35411,0
35412,1
35413,1
35414,0
35415,0
35416,1
35417,1
35418,0
35419,0
35420,0
35421,0
35422,1
35423,1
35424,0
35425,0
35426,1
35427,0
35428,0
35429,1
35430,1
35431,0
35432,0
35433,0
35434,0
35435,1
35436,1
35437,1
35438,1
35439,0
35440,1
35441,1
35442,0
35443,0
35444,1
35445,1
35446,1
35447,1
35448,1
35449,1
35450,0
35451,1
35452,1
35453,0
35454,0
35455,0
35456,1
35457,1
35458,1
35459,0
35460,1
35461,1
35462,1
35463,0
35464,0
35465,0
35466,0
35467,1
35468,1
35469,1
35470,1
35471,0
35472,0
35473,0
35474,0
35475,1
35476,1
35477,0
35478,1
35479,0
35480,0
35481,1
35482,1
35483,0
35484,0
35485,1
35486,1
35487,1
35488,1
35489,0
35490,1
35491,0
35492,1
35493,1
35494,0
35495,1
35496,1
35497,1
35498,1
35499,0
35500,1
35501,1
35502,1
35503,0
35504,1
35505,0
35506,0
35507,1
35508,1
35509,0
35510,0
35511,1
35512,0
35513,1
35514,1
35515,1
35516,1
35517,1
35518,0
35519,0
35520,0
35521,1
35522,1
35523,0
35524,1
35525,1
35526,0
35527,1
35528,0
35529,1
35530,0
35531,1
35532,0
35533,1
35534,1
35535,1
35536,0
35537,1
35538,0
35539,0
35540,0
35541,0
35542,1
35543,0
35544,0
35545,1
35546,1
35547,0
35548,1
35549,1
35550,0
35551,1
35552,1
35553,0
35554,1
35555,0
35556,0
35557,0
35558,1
35559,0
35560,0
35561,1
35562,1
35563,0
35564,1
35565,1
35566,0
35567,1
35568,1
35569,1
35570,0
35571,0
35572,1
35573,1
35574,0
35575,0
35576,0
35577,0
35578,0
35579,1
35580,1
35581,1
35582,0
35583,1
35584,0
35585,1
35586,0
35587,1
35588,1
35589,0
35590,1
35591,1
35592,0
35593,1
35594,1
35595,1
35596,1
35597,1
35598,0
35599,1
35600,0
35601,1
35602,1
35603,0
35604,1
35605,1
35606,0
35607,0
35608,0
35609,1
35610,0
35611,0
35612,1
35613,0
35614,1
35615,0
35616,0
35617,1
35618,1
35619,1
35620,0
35621,0
35622,1
35623,1
35624,0
35625,0
35626,1
35627,1
35628,1
35629,0
35630,1
35631,1
35632,1
35633,0
35634,1
35635,1
35636,0
35637,0
35638,1
35639,0
35640,0
35641,0
35642,1
35643,1
35644,0
35645,0
35646,1
35647,0
35648,0
35649,0
35650,0
35651,1
35652,1
35653,0
35654,0
35655,1
35656,0
35657,1
35658,1
35659,0
35660,1
35661,0
35662,1
35663,0
35664,1
35665,1
35666,0
35667,0
35668,0
35669,0
35670,1
35671,0
35672,0
35673,1
35674,1
35675,1
35676,1
35677,0
35678,1
35679,1
35680,0
35681,0
35682,1
35683,1
35684,1
35685,0
35686,1
35687,1
35688,0
35689,1
35690,1
35691,1
35692,0
35693,1
35694,1
35695,1
35696,1
35697,0
35698,0
35699,0
35700,0
35701,1
35702,1
35703,1
35704,0
35705,1
35706,1
35707,1
35708,1
35709,1
35710,0
35711,0
35712,1
35713,0
35714,0
35715,1
35716,1
35717,1
35718,0
35719,0
35720,1
35721,0
35722,0
35723,1
35724,1
35725,1
35726,0
35727,0
35728,0
35729,0
35730,0
35731,1
35732,1
35733,0
35734,1
35735,1
35736,0
35737,0
35738,0
35739,0
35740,0
35741,0
35742,0
35743,1
35744,1
35745,1
35746,0
35747,1
35748,0
35749,0
35750,1
35751,1
35752,1
35753,1
35754,0
35755,1
35756,1
35757,0
35758,0
35759,1
35760,0
35761,1
35762,0
35763,1
35764,1
35765,0
35766,0
35767,0
35768,1
35769,0
35770,1
35771,0
35772,0
35773,1
35774,1
35775,1
35776,1
35777,0
35778,0
35779,0
35780,1
35781,1
35782,0
35783,1
35784,0
35785,0
35786,0
35787,0
35788,0
35789,1
35790,0
35791,0
35792,0
35793,0
35794,0
35795,1
35796,1
35797,0
35798,0
35799,0
35800,0
35801,0
35802,0
35803,0
35804,1
35805,1
35806,0
35807,1
35808,1
35809,1
35810,1
35811,1
35812,1
35813,0
35814,0
35815,0
35816,0
35817,1
35818,0
35819,0
35820,0
35821,1
35822,1
35823,1
35824,0
35825,1
35826,0
35827,1
35828,0
35829,1
35830,0
35831,0
35832,1
35833,0
35834,0
35835,1
35836,1
35837,1
35838,0
35839,1
35840,0
35841,0
35842,0
35843,1
35844,1
35845,1
35846,1
35847,1
35848,0
35849,0
35850,1
35851,0
35852,0
35853,1
35854,1
35855,0
35856,1
35857,0
35858,0
35859,1
35860,1
35861,0
35862,0
35863,1
35864,1
35865,1
35866,1
35867,1
35868,0
35869,0
35870,0
35871,1
35872,1
35873,0
35874,0
35875,0
35876,0
35877,1
35878,0
35879,1
35880,1
35881,0
35882,0
35883,0
35884,0
35885,1
35886,1
35887,0
35888,1
35889,0
35890,0
35891,1
35892,1
35893,1
35894,1
35895,1
35896,0
35897,1
35898,0
35899,0
35900,0
35901,1
35902,0
35903,1
35904,0
35905,1
